,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ordnerpfad:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T:\AT_Datencenter_CGI\11_CGI\Content_Production\#STOFFE_Styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"im Optimalfall einen mittelgrauen Stoff scannen 
(nicht zu dunkel, schwarz, oder weiß!!!)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Styleguide von IN9/EK auszufüllen,,,,,,von KIYM auszufüllen,,Realmuster im Schrank,,,,,,,,,,,,,,,,,,,,,,,
,Schiene,Projekt,Lieferant,Stoffname,Stofffarbe,Stoff bestellt (Datum),Stoff erhalten (Datum),Stoff gescannt (Datum),Stoff abgelegt,Information,Tracking-Number,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,1336_JINQIAO_ZHANGZHOU_INDUSTRY,FABRIC_6,braun,ja,ja,24.04.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0039_APOLO FURNITURE LTD,VINTAGE 46,dunkelgrau,ja,ja,28.04.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0039_APOLO FURNITURE LTD,VINTAGE 56,braun,ja,ja,28.04.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0301_TIANHUI_BAZHOU_FURNITURE_LTD,LB3203-300,grün ,ja,ja,28.04.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0301_TIANHUI_BAZHOU_FURNITURE_LTD,UF998-13,blau,ja,ja,28.04.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0295_PGS_Sofa_&_Co,LINCOLN 90,dunkelgrau,ja,13.05.2025,13.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1136_Home_Group,NORDIC_16,ash,ja,13.05.2025,14.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1136_Home_Group,ALTRO_18,Grey,ja,13.05.2025,13.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2312_Mars_Meble,ARTICO_05,hellgrau,ja,13.05.2025,13.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2312_Mars_Meble,LOGAN_?,graphite,,21.07.2025,21.07.2025,Done,ich habe den Stoff aus der Filiale geholt,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2312_Mars_Meble,RUN_AGAIN_53,Roast,ja,13.05.2025,13.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2365_SC_MOBILA_SA,RAVEN_86,Blau,ja,13.05.2025,13.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1206_SOURCEBYNET PRE LTD.,FALCONE_68,grau,ja,13.05.2025,14.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1206_SOURCEBYNET PRE LTD.,ASTON_17,grau,ja,13.05.2025,14.05.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,2768_Prima_Namjestaj,CASTEL,grau,16.05.2025,16.05.2025,02.06.2025,Done,,https://gls-group.com/HR/en/parcel-tracking/,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,2768_Prima_Namjestaj,LUKKA_85,grau,ja,,,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",BREGO_02,Hellgrau,21.05.2025,11.06.2025,11.06.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",COTA_100,Braun,21.05.2025,11.06.2025,11.06.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",8010_1,Grau,21.05.2025,11.06.2025,11.06.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",355A-17,Schwarz,,,,Done,"Wird zur zeit nur die eine Farbe ""Schwarz"" der Stoffart benötigt",,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2448_Digitec_Living,EDEN 09,Logan/Chianti,,,03.06.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0289_PENGFAN BAZHOU FURNITURE,Fabric / OTE Garden 460,grau ,23.05.2025,03.06.2025,11.06.2025,Done,,881480857152 Fedex ,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,1125_PANASIA TRADING GROUP LTD,355 A - 17,black ,23.05.2025,03.06.2025,12.06.2025,Done,,4546294406 DHL ,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,"1634_YUDONG FURN.CO.,LTD LANGFANG",8167-71,grau,23.05.2025,11.06.2025,11.06.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,2540_OTTIS INTERNATIONAL,OTT 126,grau,23.05.2025,12.06.2025,13.06.2025,Done,,1383262860 by DHL,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Ecksofa,2300_GABI PPUH ,ABRIAMO 06,hellgrau,,11.07.2025,15.07.2025,Done,Die Stofflasche gehören zu Axel oder PERLA,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Ecksofa,2300_GABI PPUH ,LEGACY 17,hellgrau,,11.07.2025,15.07.2025,Done,Die Stofflasche gehören zu Axel oder PERLA,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Ecksofa,2300_GABI PPUH ,APHRODITE 22,grau,,11.07.2025,15.07.2025,Done,Die Stofflasche gehören zu Axel oder PERLA,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Eckbank ,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",16340054_01_02 (YUMA 16),dunkelgrau ,,27.06.2025,28.07.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Eckbank ,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",16340055_01_02 (YUMA 16),dunkelgrau ,,27.06.2025,28.07.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Eckbank ,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",16340055_01_02 (CD2302-28),dunkelgrau,,27.06.2025,28.07.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Eckbank ,"1634_YUDONG_FURN.CO.,LTD_LANGFANG",16340054_01_02 (CD2302-26),hellgrau,,27.06.2025,04.07.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2257_BFM_HOME_SP. Z.O.O.,VINCI_07,grau ,,20.10.2025,20.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0552_Cotta,RIB_A013,anthracite,13.08.2025,13.08.2025,18.08.2025,Filiale,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0552_Cotta,TAURUS,anthrazit,,06.10.2025,07.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0552_Cotta,NILE_NATUR,beige,,06.10.2025,07.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2330_2BHOME_SP.ZO.O.,SAND_07,grau ,,22.09.2025,22.09.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2300_Gabi_Ppuh,TRESOR_04,hellgrau,,06.08.2025,18.08.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1136_Home_Group,MEMPHIS_18,ash,18.08.2025,18.08.2025,18.08.2025,Filiale,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2307_Wersal,SWING_17,grau ,,26.08.2025,02.09.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0084_MEBAS_SP_ZOO,EMPORIO_05,hellgrau,,27.11.2025,27.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0694_EXXPO.DE GMBH,KANSAS_13,ash,,26.08.2025,26.08.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2257_BFM_HOME_SP. Z.O.O.,MONOLITH_85,grau ,,26.08.2025,26.08.2025,Filiale,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2307_WERSAL,SEREONO_692,hellgrau,,06.08.2025,26.08.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2365_SC_MOBILA_SA,ARAGON_97,dunkelgrau ,,04.09.2025,03.09.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2139_STEINPOL,BLUR 18,grau ,,06.10.2025,07.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,GMBH1125_PANASIA_TRADING_GROUP_LTD,KANSAS_8010,grau ,,26.08.2025,26.08.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,2712_NANSHENG_BAZHOU_FURNIT,UF_BLU_18,grau ,,17.10.2025,20.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,1125_PANASIA TRADING GROUP LTD,UF_920_14,grau ,,03.11.2025,03.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0055_COMMUNITRADE_TIANJIN,VELVET,grau ,,03.11.2025,03.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2365_SC_MOBILA_SA,CREMONA_70,hellblau,,06.10.2025,07.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0812_EUROMEBEL,GLOW_18,grau ,28.10.2025,04.11.2025,05.11.2025,Done,in der Stofflasche Falco New ,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0317_ZHENHAO_SMART_HOME_CO_LTD,TEDDY_W1,white,,13.11.2025,17.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,"2312_Mars_Meble
2307_Wersal
0553_Benix
0812_Euromebel",ARTICO_STONE,grau ,,20.10.2025,20.10.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0552_COTTA,CLOUD_A063,dark green,,03.11.2025,03.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2300_GABI_PPUH,ETNA_4200,grau ,,13.11.2025,17.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2300_GABI_PPUH,WILD_216,grau schwarz ,,13.11.2025,17.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2300_GABI_PPUH,MIKA_99,schwarz,,13.11.2025,18.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2300_GABI_PPUH,RIVIERA_100,schwarz ,,13.11.2025,18.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1523_RESTESE,MONTE_03,Beige,,19.11.2025,19.11.2025,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,1013_LUXOR,GIULIA_9713,Grau,,09.12.2025,19.11.2025,Done,T:\\ 13_Texturendatenbank,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1523_Restese,RETRO_BLISS_90,Grau,,X,12.01.2026,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0758_MINGLUN LANGFANG FURN.CO.LTD.,RD_22101FM,Grau,,26.02.2026,26.02.2026,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,"1634_YUDONG FURN.CO.,LTD LANGFANG",VELOUR_1882_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1136_Home_Group,KRONOS_22,Grau,,24.02.2026,03.02.2026,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,0908_SENDA_HOME_SUPPLIES,LISA_456,Grau,,16.02.2026,17.02.2026,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,0758_MINGLUN LANGFANG FURN.CO.LTD.,Webstoff_385,Grau,,26.02.2026,03.03.2026,Done,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,1125_PANASIA_TRADING_GROUP_LTD,CATO_18,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Speisen,003D_NOKA IMPORT AND EXPORT,UF_825_7,schwarz ,,,,,wird nur schwarz benötigt,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1491_LIYASI_FURNITURE,MILIAN_108,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1836_SHTO_INTERNATIONAL_LIMITED,24210_A04,Ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,1836_SHTO_INTERNATIONAL_LIMITED,UFF992_01,White,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2694_SHENGXING_ANJI_OFFICE,BREGO_09,Hellgrau,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Möbelix,Polstermöbel,2694_SHENGXING_ANJI_OFFICE,FJORD_16,Dunkelgrau,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
